source,target,tgt_lng,src_lng,ship_id,ship_type_zh,ship_type_en,nation_zh,nation_en,variant,zh_CN_form,zh_CN_standard,zh_CN_harmonised,same_source_alternatives
江风·META,Kawakaze META,en-US,zh-CN,9701081,驱逐,Destroyer,META,META,META,standard,江风·META,茳·META,
沃克兰,Vauquelin,en-US,zh-CN,901031,驱逐,Destroyer,维希教廷,Vichya Dominion,,standard,沃克兰,,
沙恩霍斯特,Scharnhorst,en-US,zh-CN,404011,战巡,Battlecruiser,铁血,Iron Blood,,standard,沙恩霍斯特,格尔林德,
沙恩霍斯特·META,Scharnhorst META,en-US,zh-CN,9704021,战巡,Battlecruiser,META,META,META,standard,沙恩霍斯特·META,格尔林德·META,
法戈,Fargo,en-US,zh-CN,102331,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,法戈,,
泛用型布里,Universal Bulin,en-US,zh-CN,100001,驱逐,Destroyer,通用,Universal,,standard,泛用型布里,,
波尔塔瓦,Poltava,en-US,zh-CN,705081,战列,Battleship,北方联合,Northern Parliament,,standard,波尔塔瓦,,
波拉,Pola,en-US,zh-CN,603031,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,standard,波拉,,
波特兰,Portland,en-US,zh-CN,103061,重巡,Heavy Cruiser,白鹰,Eagle Union,,standard,波特兰,,
泽西,Jersey,en-US,zh-CN,201251,驱逐,Destroyer,皇家,Royal Navy,,standard,泽西,,
洪亮,Gromky,en-US,zh-CN,701081,驱逐,Destroyer,北方联合,Northern Parliament,,standard,洪亮,,
派蒂,Patty,en-US,zh-CN,10600141,潜艇,Submarine,联动阵营,Collab,,standard,派蒂,,
浅间,Asama,en-US,zh-CN,303201,重巡,Heavy Cruiser,重樱,Sakura Empire,,standard,浅间,猏,
济安,Chi An,en-US,zh-CN,502091,轻巡,Light Cruiser,东煌,Dragon Empery,,standard,济安,,
浦风,Urakaze,en-US,zh-CN,301591,驱逐,Destroyer,重樱,Sakura Empire,,standard,浦风,槆,
海伦娜,Helena,en-US,zh-CN,102051,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,海伦娜,,
海伦娜·META,Helena META,en-US,zh-CN,9702011,轻巡,Light Cruiser,META,META,META,standard,海伦娜·META,,
海咲,Misaki,en-US,zh-CN,10600041,轻巡,Light Cruiser,联动阵营,Collab,,standard,海咲,,
海因里希亲王,Prinz Heinrich,en-US,zh-CN,403091,重巡,Heavy Cruiser,铁血,Iron Blood,,standard,海因里希亲王,赫莉米娜亲王,
海王星,Neptune,en-US,zh-CN,299011,轻巡,Light Cruiser,皇家,Royal Navy,,standard,海王星,,
海筹,Hai Chou,en-US,zh-CN,502121,轻巡,Light Cruiser,东煌,Dragon Empery,,standard,海筹,,
海豚号,Dolphin,en-US,zh-CN,9600111,风帆,Sailing Frigate,飓风船团,Tempesta,,standard,海豚号,,
海风,Umikaze,en-US,zh-CN,301471,驱逐,Destroyer,重樱,Sakura Empire,,standard,海风,菪,
涅普顿,Neptune,en-US,zh-CN,10100011,轻巡,Light Cruiser,联动阵营,Collab,,standard,涅普顿,,
渡良濑,Watarase,en-US,zh-CN,302251,轻巡,Light Cruiser,重樱,Sakura Empire,,standard,渡良濑,獭,
湊阿库娅,Minato Aqua,en-US,zh-CN,900807,潜艇,Submarine,联动阵营,Collab,,standard,湊阿库娅,,
满潮,Michishio,en-US,zh-CN,301651,驱逐,Destroyer,重樱,Sakura Empire,,standard,满潮,樠,
滨风,Hamakaze,en-US,zh-CN,301611,驱逐,Destroyer,重樱,Sakura Empire,,standard,滨风,樇,
火力,Ognevoy,en-US,zh-CN,701111,驱逐,Destroyer,北方联合,Northern Parliament,,standard,火力,,
火奴鲁鲁,Honolulu,en-US,zh-CN,102121,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,火奴鲁鲁,,
火枪手,Musketeer,en-US,zh-CN,201271,驱逐,Destroyer,皇家,Royal Navy,,standard,火枪手,,
灵敏,Soobrazitelny,en-US,zh-CN,701091,驱逐,Destroyer,北方联合,Northern Parliament,,standard,灵敏,,
热心,Ardent,en-US,zh-CN,201031,驱逐,Destroyer,皇家,Royal Navy,,standard,热心,,
焦苏埃·卡尔杜齐,Giosuè Carducci,en-US,zh-CN,601111,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,standard,焦苏埃·卡尔杜齐,,
焰,Homura,en-US,zh-CN,11000031,潜艇,Submarine,联动阵营,Collab,,standard,焰,,
爱丁堡,Edinburgh,en-US,zh-CN,202111,轻巡,Light Cruiser,皇家,Royal Navy,,standard,爱丁堡,,
爱宕,Atago,en-US,zh-CN,303121,重巡,Heavy Cruiser,重樱,Sakura Empire,,standard,爱宕,犬,
爱斯基摩人,Eskimo,en-US,zh-CN,201321,驱逐,Destroyer,皇家,Royal Navy,,standard,爱斯基摩人,,
牙买加,Jamaica,en-US,zh-CN,202171,轻巡,Light Cruiser,皇家,Royal Navy,,standard,牙买加,,
特伦托,Trento,en-US,zh-CN,603011,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,standard,特伦托,,
特拉法尔加,Trafalgar,en-US,zh-CN,201381,驱逐,Destroyer,皇家,Royal Navy,,standard,特拉法尔加,,
特立尼达,Trinidad,en-US,zh-CN,202361,轻巡,Light Cruiser,皇家,Royal Navy,,standard,特立尼达,,
特装型布里MKIII,Specialized Bulin Custom MKIII,en-US,zh-CN,100021,驱逐,Destroyer,通用,Universal,,standard,特装型布里MKIII,,
狂战帝王古立特,Rogue Kaiser Gridman,en-US,zh-CN,900808,轻巡,Light Cruiser,联动阵营,Collab,,standard,狂战帝王古立特,,
狐提,Foxhound,en-US,zh-CN,201111,驱逐,Destroyer,皇家,Royal Navy,,standard,狐提,,
独立,Independence,en-US,zh-CN,107221,轻航,Light Carrier,白鹰,Eagle Union,,standard,独立,,
独角兽,Unicorn,en-US,zh-CN,206031,轻航,Light Carrier,皇家,Royal Navy,,standard,独角兽,,
狮,Lion,en-US,zh-CN,205161,战列,Battleship,皇家,Royal Navy,,standard,狮,,
猎人,Hunter,en-US,zh-CN,201201,驱逐,Destroyer,皇家,Royal Navy,,standard,猎人,,
猎人·META,Hunter META,en-US,zh-CN,9701011,驱逐,Destroyer,META,META,META,standard,猎人·META,,
玛丽·西莱斯特号,Mary Celeste,en-US,zh-CN,900462,风帆,Sailing Frigate,飓风船团,Tempesta,,standard,玛丽·西莱斯特号,,
玛莉萝丝,Marie Rose,en-US,zh-CN,10600011,驱逐,Destroyer,联动阵营,Collab,,standard,玛莉萝丝,,
环,Tamaki,en-US,zh-CN,10600091,战巡,Battlecruiser,联动阵营,Collab,,standard,环,,
珍珠号,Pearl,en-US,zh-CN,9600141,风帆,Sailing Frigate,飓风船团,Tempesta,,standard,珍珠号,,
琉·璃昂,Ryu Lion,en-US,zh-CN,11400021,轻巡,Light Cruiser,联动阵营,Collab,,standard,琉·璃昂,,
瑞凤,Zuihou,en-US,zh-CN,306041,轻航,Light Carrier,重樱,Sakura Empire,,standard,瑞凤,鹳,
瑞鹤,Zuikaku,en-US,zh-CN,307061,正航,Aircraft Carrier,重樱,Sakura Empire,,standard,瑞鹤,鹤,
甘古特,Gangut,en-US,zh-CN,705011,战列,Battleship,北方联合,Northern Parliament,,standard,甘古特,,
甘古特·META,Gangut META,en-US,zh-CN,9705101,战列,Battleship,META,META,META,standard,甘古特·META,,
田纳西,Tennessee,en-US,zh-CN,105071,战列,Battleship,白鹰,Eagle Union,,standard,田纳西,,
电,Inazuma,en-US,zh-CN,301121,驱逐,Destroyer,重樱,Sakura Empire,,standard,电,柏,
白上吹雪,Shirakami Fubuki,en-US,zh-CN,900801,驱逐,Destroyer,联动阵营,Collab,,standard,白上吹雪,,
白凤,Hakuhou,en-US,zh-CN,307161,正航,Aircraft Carrier,重樱,Sakura Empire,,standard,白凤,䳆,
白龙,Hakuryuu,en-US,zh-CN,399051,正航,Aircraft Carrier,重樱,Sakura Empire,,standard,白龙,鹫,
百眼巨人,Argus,en-US,zh-CN,206021,轻航,Light Carrier,皇家,Royal Navy,,standard,百眼巨人,,
百鬼绫目,Nakiri Ayame,en-US,zh-CN,900803,重巡,Heavy Cruiser,联动阵营,Collab,,standard,百鬼绫目,,
的里雅斯特,Trieste,en-US,zh-CN,603041,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,standard,的里雅斯特,,
皇家方舟,Ark Royal,en-US,zh-CN,207021,正航,Aircraft Carrier,皇家,Royal Navy,,standard,皇家方舟,,
皇家方舟·META,Royal.META,en-US,zh-CN,900334,正航,Aircraft Carrier,META,META,META,standard,皇家方舟·META,,
皇家橡树,Royal Oak,en-US,zh-CN,205141,战列,Battleship,皇家,Royal Navy,,standard,皇家橡树,,
皇家詹姆斯号,Royal James,en-US,zh-CN,9600151,风帆,Sailing Frigate,飓风船团,Tempesta,,standard,皇家詹姆斯号,,
皇家财富号,Royal Fortune,en-US,zh-CN,900405,风帆,Sailing Frigate,飓风船团,Tempesta,,standard,皇家财富号,,
盐湖城,Salt Lake City,en-US,zh-CN,103021,重巡,Heavy Cruiser,白鹰,Eagle Union,,standard,盐湖城,,
矶风,Isokaze,en-US,zh-CN,301601,驱逐,Destroyer,重樱,Sakura Empire,,standard,矶风,柉,
确捷,Swiftsure,en-US,zh-CN,202231,轻巡,Light Cruiser,皇家,Royal Navy,,standard,确捷,,
神速,Stremitelny,en-US,zh-CN,701061,驱逐,Destroyer,北方联合,Northern Parliament,,standard,神速,,
神风,Kamikaze,en-US,zh-CN,301301,驱逐,Destroyer,重樱,Sakura Empire,,standard,神风,榊,
祥凤,Shouhou,en-US,zh-CN,306051,轻航,Light Carrier,重樱,Sakura Empire,,standard,祥凤,鹞,
福尔班,Forbin,en-US,zh-CN,801021,驱逐,Destroyer,自由鸢尾,Iris Libre,,standard,福尔班,,
福煦,Foch,en-US,zh-CN,903011,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,standard,福煦,,
福煦·META,Foch META,en-US,zh-CN,9703031,重巡,Heavy Cruiser,META,META,META,standard,福煦·META,,
科尔克,Kalk,en-US,zh-CN,101371,驱逐,Destroyer,白鹰,Eagle Union,,standard,科尔克,,
科本斯,Cowpens,en-US,zh-CN,107251,轻航,Light Carrier,白鹰,Eagle Union,,standard,科本斯,,
科洛蒂娅·巴兰茨,Klaudia Valentz,en-US,zh-CN,10900021,轻航,Light Carrier,联动阵营,Collab,,standard,科洛蒂娅·巴兰茨,,
科罗拉多,Colorado,en-US,zh-CN,105091,战列,Battleship,白鹰,Eagle Union,,standard,科罗拉多,,
科隆,Köln,en-US,zh-CN,402031,轻巡,Light Cruiser,铁血,Iron Blood,,standard,科隆,克劳迪亚,
科隆·META,Köln META,en-US,zh-CN,9702101,轻巡,Light Cruiser,META,META,META,standard,科隆·META,克劳迪亚·META,
穗香,Honoka,en-US,zh-CN,10600021,战列,Battleship,联动阵营,Collab,,standard,穗香,,
突击者,Ranger,en-US,zh-CN,107041,轻航,Light Carrier,白鹰,Eagle Union,,standard,突击者,,
竞技神,Hermes,en-US,zh-CN,206011,轻航,Light Carrier,皇家,Royal Navy,,standard,竞技神,,
第二代,The 2nd,en-US,zh-CN,10800081,航战,Aviation Battleship,联动阵营,Collab,,standard,第二代,,
筑紫,Tsukushi,en-US,zh-CN,10600131,驱逐,Destroyer,联动阵营,Collab,,standard,筑紫,,
米勒,Miller,en-US,zh-CN,101531,驱逐,Destroyer,白鹰,Eagle Union,,standard,米勒,,
紫咲诗音,Murasaki Shion,en-US,zh-CN,900805,轻航,Light Carrier,联动阵营,Collab,,standard,紫咲诗音,,
絮库夫,Surcouf,en-US,zh-CN,808011,潜艇,Submarine,自由鸢尾,Iris Libre,,standard,絮库夫,,
絮弗伦,Suffren,en-US,zh-CN,803011,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,standard,絮弗伦,,
红色山脉,Krasny Kavkaz,en-US,zh-CN,702091,轻巡,Light Cruiser,北方联合,Northern Parliament,,standard,红色山脉,,
约克,York,en-US,zh-CN,203071,重巡,Heavy Cruiser,皇家,Royal Navy,,standard,约克,伊冯娜,York [皇家 重巡] | Yorck [铁血 重巡]
约克,Yorck,en-US,zh-CN,403111,重巡,Heavy Cruiser,铁血,Iron Blood,,standard,约克,伊冯娜,York [皇家 重巡] | Yorck [铁血 重巡]
约克公爵,Duke of York,en-US,zh-CN,205071,战列,Battleship,皇家,Royal Navy,,standard,约克公爵,,
约克城,Yorktown,en-US,zh-CN,107051,正航,Aircraft Carrier,白鹰,Eagle Union,,standard,约克城,,
约克城II,Yorktown II,en-US,zh-CN,107101,正航,Aircraft Carrier,白鹰,Eagle Union,II型,standard,约克城II,,
约克城·META,Yorktown META,en-US,zh-CN,9707081,正航,Aircraft Carrier,META,META,META,standard,约克城·META,,
纪伊,Kii,en-US,zh-CN,305121,战列,Battleship,重樱,Sakura Empire,,standard,纪伊,鲣,
纳尔逊,Nelson,en-US,zh-CN,205031,战列,Battleship,皇家,Royal Navy,,standard,纳尔逊,,
纳希莫夫海军上将,Admiral Nakhimov,en-US,zh-CN,799021,正航,Aircraft Carrier,北方联合,Northern Parliament,,standard,纳希莫夫海军上将,,
纽伦堡,Nürnberg,en-US,zh-CN,402051,轻巡,Light Cruiser,铁血,Iron Blood,,standard,纽伦堡,诺菈,
纽卡斯尔,Newcastle,en-US,zh-CN,202191,轻巡,Light Cruiser,皇家,Royal Navy,,standard,纽卡斯尔,,
绀紫之心,Purple Heart,en-US,zh-CN,10100051,轻巡,Light Cruiser,联动阵营,Collab,,standard,绀紫之心,,
绊爱,Kizuna AI,en-US,zh-CN,10400011,驱逐,Destroyer,联动阵营,Collab,,standard,绊爱,,
绊爱·Anniversary,Anniversary Kizuna AI,en-US,zh-CN,10400031,正航,Aircraft Carrier,联动阵营,Collab,,standard,绊爱·Anniversary,,
绊爱·Elegant,Elegant Kizuna AI,en-US,zh-CN,10400021,重巡,Heavy Cruiser,联动阵营,Collab,,standard,绊爱·Elegant,,
绊爱·SuperGamer,Super Gamer Kizuna AI,en-US,zh-CN,10400041,战列,Battleship,联动阵营,Collab,,standard,绊爱·SuperGamer,,
绫波,Ayanami,en-US,zh-CN,301051,驱逐,Destroyer,重樱,Sakura Empire,,standard,绫波,柚,
绫濑,Ayase,en-US,zh-CN,302261,轻巡,Light Cruiser,重樱,Sakura Empire,,standard,绫濑,狑,
维托里奥·库尼贝尔蒂,Vittorio Cuniberti,en-US,zh-CN,699031,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,standard,维托里奥·库尼贝尔蒂,,
维托里奥·维内托,Vittorio Veneto,en-US,zh-CN,605011,战列,Battleship,撒丁帝国,Sardegna Empire,,standard,维托里奥·维内托,,
维达号,Whydah,en-US,zh-CN,9600051,风帆,Sailing Frigate,飓风船团,Tempesta,,standard,维达号,,
罗利,Raleigh,en-US,zh-CN,102021,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,罗利,,
罗德尼,Rodney,en-US,zh-CN,205041,战列,Battleship,皇家,Royal Navy,,standard,罗德尼,,
罗德尼·META,Rodney META,en-US,zh-CN,9705051,战列,Battleship,META,META,META,standard,罗德尼·META,,
罗恩,Roon,en-US,zh-CN,499011,重巡,Heavy Cruiser,铁血,Iron Blood,,standard,罗恩,艾伯塔,
罗恩(μ兵装),Roon μ,en-US,zh-CN,403081,重巡,Heavy Cruiser,铁血,Iron Blood,μ兵装,standard,罗恩(μ兵装),艾伯塔(μ兵装),
罗马,Roma,en-US,zh-CN,605031,战列,Battleship,撒丁帝国,Sardegna Empire,,standard,罗马,,
美因茨,Mainz,en-US,zh-CN,499031,轻巡,Light Cruiser,铁血,Iron Blood,,standard,美因茨,米兹,
群白之心,White Heart,en-US,zh-CN,10100071,驱逐,Destroyer,联动阵营,Collab,,standard,群白之心,,
羽黑,Haguro,en-US,zh-CN,303101,重巡,Heavy Cruiser,重樱,Sakura Empire,,standard,羽黑,犰,
翔鹤,Shoukaku,en-US,zh-CN,307051,正航,Aircraft Carrier,重樱,Sakura Empire,,standard,翔鹤,鹬,
翡绿之心,Green Heart,en-US,zh-CN,10100081,正航,Aircraft Carrier,联动阵营,Collab,,standard,翡绿之心,,
肯特,Kent,en-US,zh-CN,203031,重巡,Heavy Cruiser,皇家,Royal Navy,,standard,肯特,,
胜利,Victorious,en-US,zh-CN,207041,正航,Aircraft Carrier,皇家,Royal Navy,,standard,胜利,,
胡德,Hood,en-US,zh-CN,204031,战巡,Battlecruiser,皇家,Royal Navy,,standard,胡德,,
胡蜂,Wasp,en-US,zh-CN,107081,正航,Aircraft Carrier,白鹰,Eagle Union,,standard,胡蜂,,
腓特烈·卡尔,Friedrich Carl,en-US,zh-CN,403141,重巡,Heavy Cruiser,铁血,Iron Blood,,standard,腓特烈·卡尔,腓德雷卡·卡尔,
腓特烈大帝,Friedrich der Große,en-US,zh-CN,499021,战列,Battleship,铁血,Iron Blood,,standard,腓特烈大帝,腓德雷卡大帝,
艾伦·萨姆纳,Allen M. Sumner,en-US,zh-CN,101451,驱逐,Destroyer,白鹰,Eagle Union,,standard,艾伦·萨姆纳,,
艾尔温,Aylwin,en-US,zh-CN,101401,驱逐,Destroyer,白鹰,Eagle Union,,standard,艾尔温,,
芝加哥,Chicago,en-US,zh-CN,103041,重巡,Heavy Cruiser,白鹰,Eagle Union,,standard,芝加哥,,
花剑,Fleuret,en-US,zh-CN,901051,驱逐,Destroyer,维希教廷,Vichya Dominion,,standard,花剑,,
苍龙,Souryuu,en-US,zh-CN,307031,正航,Aircraft Carrier,重樱,Sakura Empire,,standard,苍龙,蛟,
苍龙·META,Souryuu META,en-US,zh-CN,9707031,正航,Aircraft Carrier,META,META,META,standard,苍龙·META,蛟·META,
苏塞克斯,Sussex,en-US,zh-CN,203091,重巡,Heavy Cruiser,皇家,Royal Navy,,standard,苏塞克斯,,
苏维埃同盟,Sovetsky Soyuz,en-US,zh-CN,705021,战列,Battleship,北方联合,Northern Parliament,,standard,苏维埃同盟,苏维埃萨尤斯,
苏维埃罗西亚,Sovetskaya Rossiya,en-US,zh-CN,705051,战列,Battleship,北方联合,Northern Parliament,,standard,苏维埃罗西亚,,
苏维埃贝拉罗斯,Sovetskaya Belorussiya,en-US,zh-CN,705041,战列,Battleship,北方联合,Northern Parliament,,standard,苏维埃贝拉罗斯,,
若叶,Wakaba,en-US,zh-CN,301231,驱逐,Destroyer,重樱,Sakura Empire,,standard,若叶,楉,
英仙座,Perseus,en-US,zh-CN,206061,轻航,Light Carrier,皇家,Royal Navy,,standard,英仙座,,
英勇,Valiant,en-US,zh-CN,205101,战列,Battleship,皇家,Royal Navy,,standard,英勇,,
英格拉罕,Ingraham,en-US,zh-CN,101481,驱逐,Destroyer,白鹰,Eagle Union,,standard,英格拉罕,格拉哈姆,
英王乔治五世,King George V,en-US,zh-CN,205051,战列,Battleship,皇家,Royal Navy,,standard,英王乔治五世,,
英雄,Hero,en-US,zh-CN,201361,驱逐,Destroyer,皇家,Royal Navy,,standard,英雄,,
莉拉·德西亚斯,Lila Decyrus,en-US,zh-CN,10900041,重巡,Heavy Cruiser,联动阵营,Collab,,standard,莉拉·德西亚斯,,
莫加多尔,Mogador,en-US,zh-CN,900809,驱逐,Destroyer,维希教廷,Vichya Dominion,,standard,莫加多尔,,
莫妮卡,Monica,en-US,zh-CN,10600071,轻巡,Light Cruiser,联动阵营,Collab,,standard,莫妮卡,,
莫斯科,Moskva,en-US,zh-CN,703031,重巡,Heavy Cruiser,北方联合,Northern Parliament,,standard,莫斯科,,
莫里,Maury,en-US,zh-CN,101081,驱逐,Destroyer,白鹰,Eagle Union,,standard,莫里,,
莫里森,Morrison,en-US,zh-CN,101471,驱逐,Destroyer,白鹰,Eagle Union,,standard,莫里森,赛普拉斯,
莱姆号,Lyme,en-US,zh-CN,9600131,风帆,Sailing Frigate,飓风船团,Tempesta,,standard,莱姆号,,
莱昂纳多·达·芬奇,Leonardo da Vinci,en-US,zh-CN,608021,潜艇,Submarine,撒丁帝国,Sardegna Empire,,standard,莱昂纳多·达·芬奇,,
莱比锡,Leipzig,en-US,zh-CN,402041,轻巡,Light Cruiser,铁血,Iron Blood,,standard,莱比锡,莉普莎,
莱莎琳·斯托特,Reisalin Stout,en-US,zh-CN,10900011,轻巡,Light Cruiser,联动阵营,Collab,,standard,莱莎琳·斯托特,,
莲,Hass,en-US,zh-CN,10800031,轻巡,Light Cruiser,联动阵营,Collab,,standard,莲,,
菈菈·撒塔琳·戴比路克,Lala Satalin Deviluke,en-US,zh-CN,900473,重巡,Heavy Cruiser,联动阵营,Collab,,standard,菈菈·撒塔琳·戴比路克,,
菲利克斯·舒尔茨,Felix Schultz,en-US,zh-CN,499081,驱逐,Destroyer,铁血,Iron Blood,,standard,菲利克斯·舒尔茨,弗郎西斯卡·舒伯特,
菲尼克斯,Phoenix,en-US,zh-CN,102041,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,菲尼克斯,,
萤火虫,Glowworm,en-US,zh-CN,201141,驱逐,Destroyer,皇家,Royal Navy,,standard,萤火虫,,
萨拉托加,Saratoga,en-US,zh-CN,107031,正航,Aircraft Carrier,白鹰,Eagle Union,,standard,萨拉托加,,
萨福克,Suffolk,en-US,zh-CN,203041,重巡,Heavy Cruiser,皇家,Royal Navy,,standard,萨福克,,
蒙彼利埃,Montpelier,en-US,zh-CN,102141,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,蒙彼利埃,,
蓝鳃鱼,Bluegill,en-US,zh-CN,108041,潜艇,Submarine,白鹰,Eagle Union,,standard,蓝鳃鱼,,
虎贲,Hu Pen,en-US,zh-CN,501061,驱逐,Destroyer,东煌,Dragon Empery,,standard,虎贲,,
西北风,Maestrale,en-US,zh-CN,601041,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,standard,西北风,,
西南风,Libeccio,en-US,zh-CN,601051,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,standard,西南风,,
西姆斯,Sims,en-US,zh-CN,101241,驱逐,Destroyer,白鹰,Eagle Union,,standard,西姆斯,,
西弗吉尼亚,West Virginia,en-US,zh-CN,105111,战列,Battleship,白鹰,Eagle Union,,standard,西弗吉尼亚,,
西连寺春菜,Haruna Sairenji,en-US,zh-CN,900477,战巡,Battlecruiser,联动阵营,Collab,,standard,西连寺春菜,,
西雅图,Seattle,en-US,zh-CN,199011,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,西雅图,,
观察者-零,Observer zero,en-US,zh-CN,900136,正航,Aircraft Carrier,白鹰,Eagle Union,,standard,观察者-零,,
让·巴尔,Jean Bart,en-US,zh-CN,905011,战列,Battleship,维希教廷,Vichya Dominion,,standard,让·巴尔,简·布罗伊,
试作型布里MKII,Prototype Bulin MKII,en-US,zh-CN,100011,驱逐,Destroyer,通用,Universal,II型,standard,试作型布里MKII,,Prototype Bulin MKII [通用 驱逐] | Trial Bulin MKII [通用 驱逐]
试作型布里MKII,Trial Bulin MKII,en-US,zh-CN,900324,驱逐,Destroyer,通用,Universal,II型,standard,试作型布里MKII,,Prototype Bulin MKII [通用 驱逐] | Trial Bulin MKII [通用 驱逐]
诺瓦露,Noire,en-US,zh-CN,10100021,重巡,Heavy Cruiser,联动阵营,Collab,,standard,诺瓦露,,
诺福克,Norfolk,en-US,zh-CN,203051,重巡,Heavy Cruiser,皇家,Royal Navy,,standard,诺福克,,
谢菲尔德,Sheffield,en-US,zh-CN,202081,轻巡,Light Cruiser,皇家,Royal Navy,,standard,谢菲尔德,,
谢菲尔德(μ兵装),Sheffield μ,en-US,zh-CN,202251,轻巡,Light Cruiser,皇家,Royal Navy,μ兵装,standard,谢菲尔德(μ兵装),,
谢菲尔德·META,Sheffield META,en-US,zh-CN,9702031,轻巡,Light Cruiser,META,META,META,standard,谢菲尔德·META,,
谷风,Tanikaze,en-US,zh-CN,301621,驱逐,Destroyer,重樱,Sakura Empire,,standard,谷风,栭,
豪,Howe,en-US,zh-CN,205091,战列,Battleship,皇家,Royal Navy,,standard,豪,,
貉,Mujina,en-US,zh-CN,10800071,战列,Battleship,联动阵营,Collab,,standard,貉,,
贝亚德,Bayard,en-US,zh-CN,899041,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,standard,贝亚德,,
贝亚恩,Béarn,en-US,zh-CN,807011,正航,Aircraft Carrier,自由鸢尾,Iris Libre,,standard,贝亚恩,,
贝亚恩·META,Béarn META,en-US,zh-CN,9707041,正航,Aircraft Carrier,META,META,META,standard,贝亚恩·META,,
贝利,Bailey,en-US,zh-CN,101271,驱逐,Destroyer,白鹰,Eagle Union,,standard,贝利,,
贝劳森林,Bois Belleau,en-US,zh-CN,806011,轻航,Light Carrier,自由鸢尾,Iris Libre,,standard,贝劳森林,,
贝奇,Bache,en-US,zh-CN,101351,驱逐,Destroyer,白鹰,Eagle Union,,standard,贝奇,,
贝尔,Bell,en-US,zh-CN,101521,驱逐,Destroyer,白鹰,Eagle Union,,standard,贝尔,,
贝尔法斯特,Belfast,en-US,zh-CN,202121,轻巡,Light Cruiser,皇家,Royal Navy,,standard,贝尔法斯特,,
贝露,Vert,en-US,zh-CN,900077,正航,Aircraft Carrier,联动阵营,Collab,,standard,贝露,,
贾维斯,Jervis,en-US,zh-CN,201341,驱逐,Destroyer,皇家,Royal Navy,,standard,贾维斯,,
赛莉·古劳斯,Serri Glaus,en-US,zh-CN,10900051,正航,Aircraft Carrier,联动阵营,Collab,,standard,赛莉·古劳斯,,
赫敏,Hermione,en-US,zh-CN,202271,轻巡,Light Cruiser,皇家,Royal Navy,,standard,赫敏,,
赫斯缇雅,Hestia,en-US,zh-CN,11400011,维修,Repair,联动阵营,Collab,,standard,赫斯缇雅,,
路易九世,Saint Louis,en-US,zh-CN,899011,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,standard,路易九世,,
路易斯维尔,Louisville,en-US,zh-CN,103271,重巡,Heavy Cruiser,白鹰,Eagle Union,,standard,路易斯维尔,,
进取,Enterprise,en-US,zh-CN,202321,轻巡,Light Cruiser,皇家,Royal Navy,,standard,进取,,
迪凯纳,Duquesne,en-US,zh-CN,803031,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,standard,迪凯纳,,
迪普莱克斯,Dupleix,en-US,zh-CN,900445,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,standard,迪普莱克斯,,
迪盖·特鲁因,Duguay-Trouin,en-US,zh-CN,802041,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,standard,迪盖·特鲁因,,
迪米特里·顿斯科伊,Dmitri Donskoi,en-US,zh-CN,799031,轻巡,Light Cruiser,北方联合,Northern Parliament,,standard,迪米特里·顿斯科伊,,
追赶者,Chaser,en-US,zh-CN,206051,轻航,Light Carrier,皇家,Royal Navy,,standard,追赶者,,
追风,Oite,en-US,zh-CN,301851,驱逐,Destroyer,重樱,Sakura Empire,,standard,追风,椎,
那不勒斯,Napoli,en-US,zh-CN,699021,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,standard,那不勒斯,,
邦克山,Bunker Hill,en-US,zh-CN,107171,正航,Aircraft Carrier,白鹰,Eagle Union,,standard,邦克山,,
里士满,Richmond,en-US,zh-CN,102111,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,里士满,,
里昂,Lyon,en-US,zh-CN,805021,战列,Battleship,自由鸢尾,Iris Libre,,standard,里昂,,
里诺,Reno,en-US,zh-CN,102261,轻巡,Light Cruiser,白鹰,Eagle Union,,standard,里诺,,
重剑,Épée,en-US,zh-CN,901061,驱逐,Destroyer,维希教廷,Vichya Dominion,,standard,重剑,,
金伯利,Kimberly,en-US,zh-CN,101381,驱逐,Destroyer,白鹰,Eagle Union,,standard,金伯利,,
金伯利·META,Kimberly META,en-US,zh-CN,9701041,驱逐,Destroyer,META,META,META,standard,金伯利·META,,
