category,category_label,id,zh-CN,ja-JP,zh-TW,en-US,ko-KR,th-TH,src_table
04_story_title,剧情标题,MomoTalk.20013.826,入侵的方法,ハッキングの方法,駭入的方法,Ultimate Hacking Techniques,최고의 해킹 수법,วิธีการแฮ็กที่ดีที่สุด,momotalk/20013.yml
04_story_title,剧情标题,MomoTalk.20013.827,服务器维护,メンテナンス,伺服器維護,Maintenance,메인터넌스,ปิดปรับปรุง,momotalk/20013.yml
04_story_title,剧情标题,MomoTalk.20013.828,黑与白,ブラック＆ホワイト,Black & White,Black and White,블랙 앤 화이트,Black And White,momotalk/20013.yml
04_story_title,剧情标题,MomoTalk.20014.829,北风与太阳,北風と太陽,北風與太陽,The Sun and Northerly Wind,북풍과 태양,สายลมเหนือกับแสงตะวัน,momotalk/20014.yml
04_story_title,剧情标题,MomoTalk.20014.830,迷路的兔子,迷えるウサギ,迷路的兔子,Lost Rabbit,길 잃은 토끼,กระต่ายหลงทาง,momotalk/20014.yml
04_story_title,剧情标题,MomoTalk.20014.831,大能兼小？,大は小を兼ねる？,大小兼得？,Frugality,근검절약,ขยันหมั่นเพียรและอดออม,momotalk/20014.yml
04_story_title,剧情标题,MomoTalk.20014.832,准备OK,準備OK,準備OK,Fully Prepared,준비만전,เตรียมพร้อมเกินร้อย,momotalk/20014.yml
04_story_title,剧情标题,MomoTalk.20014.833,兔子与军事圣经,ウサギと聖＜軍事＞書,,,토끼와 병기서,,momotalk/20014.yml
04_story_title,剧情标题,MomoTalk.20015.834,修行部的吉祥物,修行部のマスコット,修行部的吉祥物！,The Inner Discipline Club Mascot!,수행부의 마스코트!,มาสคอตแห่งชมรมฝึกฝน!,momotalk/20015.yml
04_story_title,剧情标题,MomoTalk.20015.835,想成为出色的淑女！,素敵なレディーになりたい！,想成為完美淑女！,I Wanna Be a Proper Lady!,멋진 레이디가 되고 싶어!,ฉันอยากเป็นเลดี้ที่เพียบพร้อม!,momotalk/20015.yml
04_story_title,剧情标题,MomoTalk.20015.836,想成为大人的理由,大人になりたい理由,想成為大人的理由,When I Grow Up,어른이 되고 싶은 이유,เหตุผลที่อยากโตเป็นผู้ใหญ่,momotalk/20015.yml
04_story_title,剧情标题,MomoTalk.20015.837,然后少女便成为了出色的淑女,そして少女は素敵なレディーに,於是少女成為了完美淑女,From Girl to Lady,이윽고 소녀는 멋진 레이디가 된다.,ในที่สุดก็ได้เป็นเลดี้ที่เพียบพร้อม,momotalk/20015.yml
04_story_title,剧情标题,MomoTalk.20015.838,最初的回忆,はじめての思い出,,,최초의 추억,,momotalk/20015.yml
04_story_title,剧情标题,MomoTalk.20016.839,来袭的少女,襲来するフロイライン,來襲的少女,Ambushing Fraulein,습격해오는 프로일라인,เด็กสาวที่บุกจู่โจมกะทันหัน,momotalk/20016.yml
04_story_title,剧情标题,MomoTalk.20016.840,诱惑的少女,誘惑するフロイライン,誘惑的少女,Enticing Fraulein,유혹하는 프로일라인,เด็กสาวที่น่าดึงดูด,momotalk/20016.yml
04_story_title,剧情标题,MomoTalk.20016.841,狡猾的少女,狡猾なフロイライン,狡猾的少女,Clever Fraulein,때로는 영악한 프로일라인,เด็กสาวที่ฉลาดเป็นกรด,momotalk/20016.yml
04_story_title,剧情标题,MomoTalk.20016.842,微笑的少女,微笑みのフロイライン,微笑的少女,Smiling Fraulein,가끔은 미소 짓는 프로일라인,เด็กสาวใบหน้าเปื้อนยิ้ม,momotalk/20016.yml
04_story_title,剧情标题,MomoTalk.20017.843,即便如此少女也想读,少女はそれでも読んでいたい,少女依然想閱讀,The Girl Still Wants to Read,소녀는 그래도 읽고 싶다,ถึงยังไงก็อยากอ่านต่อ,momotalk/20017.yml
04_story_title,剧情标题,MomoTalk.20017.844,即便如此少女也不想放弃,少女はそれでも諦めない,少女依然不放棄,The Girl Still Doesn't Give Up,소녀는 그래도 포기하지 않는다,ถึงยังไงก็จะไม่ยอมแพ้,momotalk/20017.yml
04_story_title,剧情标题,MomoTalk.20017.845,即便如此少女也想知晓,少女はそれでも知っていたい,少女依然想知道,The Girl Still Wants to Know,소녀는 그래도 알고 싶다,ถึงยังไงก็ต้องรู้ให้ได้,momotalk/20017.yml
04_story_title,剧情标题,MomoTalk.20018.846,Collateral Damage,Collateral Damage,Collateral Damage,Collateral Damage,Collateral Damage,ความเสียหายที่ตามมา,momotalk/20018.yml
04_story_title,剧情标题,MomoTalk.20018.847,Missing in Action,Missing in Action,Missing in Action,Missing in Action,Missing in Action,อดใจไม่ไหว,momotalk/20018.yml
04_story_title,剧情标题,MomoTalk.20018.848,Unexploded Ordnance,Unexploded Ordnance,Unexploded Ordnance,Unexploded Ordinance,Unexploded Ordnance,ปุ่มที่คาดไม่ถึง,momotalk/20018.yml
04_story_title,剧情标题,MomoTalk.20018.849,Phase Line,Phase Line,Phase Line,Phase Line,Phase Line,อยู่ในใจเป็นหมื่นล้านคำ,momotalk/20018.yml
04_story_title,剧情标题,MomoTalk.20019.850,Case1. 是兔子哦？,Case1. ウサギですよ？,Case 1. 是兔子唷？,Case 1. Sensei Does not Dream of Bunny Akane,Case 1. 토끼랍니다?,Case 1. กระต่ายเหรอคะ?,momotalk/20019.yml
04_story_title,剧情标题,MomoTalk.20019.851,Case2. 请好好休息,Case2. ゆっくり休んでください,Case 2. 請好好休息,Case 2. Best to Rest,Case 2. 편히 쉬세요.,Case 2. พักให้สบายนะคะ,momotalk/20019.yml
04_story_title,剧情标题,MomoTalk.20019.852,Case3. 是学习时间吧？,Case3. 勉強の時間ですね？,Case 3. 是學習時間對吧？,Case 3. Bunny Study,Case 3. 공부할 시간이군요?,Case 3. เวลาเรียนเหรอคะเนี่ย?,momotalk/20019.yml
04_story_title,剧情标题,MomoTalk.20019.853,Case4. 一日秘书，待命中,Case4. 一日秘書、待機中です,Case 4. 一日秘書，待命中,Case 4. Secretary Service Straight to You,"Case 4. 일일 비서, 대령했습니다.",Case 4. เลขาฯ ประจำวัน รอรับคำสั่งค่ะ,momotalk/20019.yml
04_story_title,剧情标题,MomoTalk.20020.854,天才黑客的嗜好,天才ハッカーの嗜好,天才駭客的嗜好,The Tastes of a Genius Hacker,천재 해커의 취향,รสนิยมของแฮ็กเกอร์อัจฉริยะ,momotalk/20020.yml
04_story_title,剧情标题,MomoTalk.20020.855,天才黑客的实验,天才ハッカーの実験,天才駭客的實驗,The Test of a Genius Hacker,천재 해커의 실험,การทดลองของแฮ็กเกอร์อัจฉริยะ,momotalk/20020.yml
04_story_title,剧情标题,MomoTalk.20020.856,天才黑客的反驳,天才ハッカーの反論,天才駭客的異議,The Argument of a Genius Hacker,천재 해커의 반론,การโต้แย้งของแฮ็กเกอร์อัจฉริยะ,momotalk/20020.yml
04_story_title,剧情标题,MomoTalk.20020.857,天才黑客那纤细的分号,天才ハッカーの繊細なセミコロン,天才駭客的細膩分號,The Delicate Semicolon of a Genius Hacker,천재 해커의 섬세한 세미콜론,เครื่องหมายเซมิโคลอนของแฮ็กเกอร์อัจฉริยะ,momotalk/20020.yml
04_story_title,剧情标题,MomoTalk.20021.858,好孩子？坏孩子？,良い子？悪い子？,乖小孩？壞小孩？,Naughty or Nice?,착한 아이? 나쁜 아이?,เป็นเด็กดีหรือเปล่า?,momotalk/20021.yml
04_story_title,剧情标题,MomoTalk.20021.859,特训！通往圣诞老人之路！,特訓！サンタへの道！,特訓！通往聖誕老人之路！,Special Training! The Target? Santa!,"특훈! 노려라, 산타!",ฝึกพิเศษ! เส้นทางสู่ซานต้า!,momotalk/20021.yml
04_story_title,剧情标题,MomoTalk.20021.860,焦急地等待你,あなたを待ちわびて,等待你的到來,Waiting for Santa,산타를 기다리며,รอซานต้า,momotalk/20021.yml
04_story_title,剧情标题,MomoTalk.20021.861,,大事な用、大切な物,,,"중요한 일, 중요한 물건.",,momotalk/20021.yml
04_story_title,剧情标题,MomoTalk.20022.862,枫香的愿望,フウカの願い事,風華的願望,What's Your Wish?,당신의 소원은?,พรที่อยากขอ?,momotalk/20022.yml
04_story_title,剧情标题,MomoTalk.20022.863,稍微晚了一些,少し遅れて,雖遲但到,Even If It's a Little Off,조금 어긋나더라도,ถึงจะช้าไปสักหน่อย,momotalk/20022.yml
04_story_title,剧情标题,MomoTalk.20022.864,连休最后的外出,連休最後のお出かけ,連假最後的出遊,Keep It Slow Like So,"가끔은 천천히, 이대로.",อยากให้เป็นไปอย่างช้าๆ ในบางครั้ง,momotalk/20022.yml
04_story_title,剧情标题,MomoTalk.20023.865,局长的传闻,局長の噂,局長的傳聞,The Director's Rumors,그 국장의 소문,ข่าวลือของหัวหน้า,momotalk/20023.yml
04_story_title,剧情标题,MomoTalk.20023.866,惯例的盯梢,張り込みの定番,埋伏的慣例,The Director's Duties,그 국장의 업무,งานของหัวหน้า,momotalk/20023.yml
04_story_title,剧情标题,MomoTalk.20023.867,一个人，休息片刻,一人、一休み,獨自，稍作休息,The Director's Rest,그 국장의 휴식,เวลาพักผ่อนของหัวหน้า,momotalk/20023.yml
04_story_title,剧情标题,MomoTalk.20023.868,另一条道路,もう一つの道,另外一條道路,The Director's Dream,그 국장의 꿈,ความฝันของหัวหน้า,momotalk/20023.yml
04_story_title,剧情标题,MomoTalk.20024.869,午后的红茶时间,午後のティータイム,午後的品茶時間,Afternoon Tea Time,정오의 홍차,เวลาน้ำชายามบ่าย,momotalk/20024.yml
04_story_title,剧情标题,MomoTalk.20024.870,言乱即心乱,言葉の乱れは心の乱れ,語亂即心亂,Proper Speech,교양인의 말투,ภาษาของผู้มีการศึกษา,momotalk/20024.yml
04_story_title,剧情标题,MomoTalk.20024.871,红茶与香醇,紅茶とコク,紅茶與韻味,The Rich Flavor of Black Tea,홍차와 감칠맛,รสกลมกล่อมของชาแดง,momotalk/20024.yml
04_story_title,剧情标题,MomoTalk.20024.872,没有面包的话,パンがなければ,何不吃蛋糕,Let Them Eat...,빵의 대용품,สิ่งที่ใช้แทนขนมปัง,momotalk/20024.yml
04_story_title,剧情标题,MomoTalk.20025.873,制作门松,門松作り,,,카도마츠 만들기,,momotalk/20025.yml
04_story_title,剧情标题,MomoTalk.20025.874,季节感,季節感,,,계절감,,momotalk/20025.yml
04_story_title,剧情标题,MomoTalk.20025.875,刺骨的寒风与滚烫的心房,冷たい風と、暖かい心,,,"차가운 바람, 따듯한 햇볕",,momotalk/20025.yml
04_story_title,剧情标题,MomoTalk.20026.876,建筑是怎样建成的,建築はどのように作られていくのか,,,건물은 어떻게 완성되는가,,momotalk/20026.yml
04_story_title,剧情标题,MomoTalk.20026.877,实里・曲解,ミノリ・ツイスト,,,미노리 트위스트,,momotalk/20026.yml
04_story_title,剧情标题,MomoTalk.20026.878,两人专属的脚手架,2人だけの足場,,,비계,,momotalk/20026.yml
04_story_title,剧情标题,MomoTalk.20026.879,基沃托斯的学生为什么不幸？,キヴォトスの生徒が不幸なのはなぜ？,,,왜 학생의 절반은 불행한가,,momotalk/20026.yml
04_story_title,剧情标题,MomoTalk.20027.880,浮潜,シュノーケリング,,,스노클링,,momotalk/20027.yml
04_story_title,剧情标题,MomoTalk.20027.881,步调分配,ペース配分,,,페이스 조절,,momotalk/20027.yml
04_story_title,剧情标题,MomoTalk.20027.882,期待,期待,,,기대감,,momotalk/20027.yml
04_story_title,剧情标题,MomoTalk.20028.883,忸怩不定的心,落ち着かない心,,,불안한 마음,,momotalk/20028.yml
04_story_title,剧情标题,MomoTalk.20028.884,世上本没有路,道なき道を,,,멈출 수 없는,,momotalk/20028.yml
04_story_title,剧情标题,MomoTalk.20028.885,独属二人的告白,2人きりの告白,,,둘만의 고해성사,,momotalk/20028.yml
04_story_title,剧情标题,MomoTalk.20029.886,夏日海滩的大和抚子,夏の海の大和撫子,,,여름 바다의 요조숙녀,,momotalk/20029.yml
04_story_title,剧情标题,MomoTalk.20029.887,夏日海滩的读心术,夏の海の読心術,,,여름 바다의 독심술,,momotalk/20029.yml
04_story_title,剧情标题,MomoTalk.20029.888,夏日海滩的回忆,夏の海の思い出,,,여름 바다의 추억,,momotalk/20029.yml
04_story_title,剧情标题,MomoTalk.20030.889,老师，我来帮忙吧,先生、お手伝いしますわ,,,저도 이 정도는 가능하답니다.,,momotalk/20030.yml
04_story_title,剧情标题,MomoTalk.20030.890,这正是全新的美食呢,これぞ新たな美食ですわ,,,이것이야말로 새로운 미식이군요.,,momotalk/20030.yml
04_story_title,剧情标题,MomoTalk.20030.891,美食之路，存于足下,美食の道は、どこにでもありますわ,,,"탐구의 길은, 어디에나.",,momotalk/20030.yml
04_story_title,剧情标题,MomoTalk.20031.892,更加奢华,豪華に,,,호화롭게,,momotalk/20031.yml
04_story_title,剧情标题,MomoTalk.20031.893,偶尔也要认真一下,たまには真剣に,,,진지하게,,momotalk/20031.yml
04_story_title,剧情标题,MomoTalk.20031.894,如沐春风,温かく,,,따듯하게,,momotalk/20031.yml
04_story_title,剧情标题,MomoTalk.20031.895,突如其来,急に,,,갑작스럽게,,momotalk/20031.yml
04_story_title,剧情标题,MomoTalk.20032.896,时尚特训篇,ファッション特訓編,,,패션 특훈,,momotalk/20032.yml
04_story_title,剧情标题,MomoTalk.20032.897,时尚实战篇,ファッション実戦編,,,실전 패션,,momotalk/20032.yml
04_story_title,剧情标题,MomoTalk.20032.898,作战准备,作戦準備,,,작전 준비,,momotalk/20032.yml
04_story_title,剧情标题,MomoTalk.20032.899,冷水浴,冷水浴,,,냉수욕,,momotalk/20032.yml
04_story_title,剧情标题,MomoTalk.20033.900,万魔殿的伟大议长！,万魔殿の偉大な議長！,,,만마전의 위대한 의장님!,,momotalk/20033.yml
04_story_title,剧情标题,MomoTalk.20033.901,伟大议长的事业,偉大な議長の事業,,,위대한 의장님의 사업 활동,,momotalk/20033.yml
04_story_title,剧情标题,MomoTalk.20033.902,伟大议长的休息日,偉大な議長の休日,,,위대한 의장님의 여가 활동,,momotalk/20033.yml
04_story_title,剧情标题,MomoTalk.20033.903,伟大议长的日常,偉大な議長の日常,,,위대한 의장님의 일상,,momotalk/20033.yml
04_story_title,剧情标题,MomoTalk.20034.904,为了达成目的,目的のために,,,목적을 달성하는 방법,,momotalk/20034.yml
04_story_title,剧情标题,MomoTalk.20034.905,为了实现愿望,希望をかなえるために,,,Do It Yourself!,,momotalk/20034.yml
04_story_title,剧情标题,MomoTalk.20034.906,为了迎接幸运,幸運を迎えるために,,,행운을 이루기 위해,,momotalk/20034.yml
04_story_title,剧情标题,MomoTalk.20035.907,另一种（?）修行,また別の修行（？）,,,또 다른 수행(?),,momotalk/20035.yml
04_story_title,剧情标题,MomoTalk.20035.908,速成班,速成講座,,,속성 강좌,,momotalk/20035.yml
04_story_title,剧情标题,MomoTalk.20035.909,好睡眠，好梦境,良い眠り、良い夢,,,"좋은 잠, 좋은 꿈.",,momotalk/20035.yml
04_story_title,剧情标题,MomoTalk.20036.910,最棒的假期,最高の休暇,,,본전 뽑기 대작전,,momotalk/20036.yml
04_story_title,剧情标题,MomoTalk.20036.911,公主on the boat,姫 on the boat,,,공주 on the boat,,momotalk/20036.yml
04_story_title,剧情标题,MomoTalk.20036.912,数不清的回忆,思い出は数え切れず,,,추억은 억 천 만,,momotalk/20036.yml
04_story_title,剧情标题,MomoTalk.20037.913,警察故事〜美食广场篇〜,ポリス・ストーリー～フードコート編～,,,폴리스 스토리-식당가 편,,momotalk/20037.yml
04_story_title,剧情标题,MomoTalk.20037.914,警察故事〜漂流泳池篇〜,ポリス・ストーリー～流れるプール編～,,,폴리스 스토리-유수풀 편,,momotalk/20037.yml
04_story_title,剧情标题,MomoTalk.20037.915,警察故事～失落天堂篇～,ポリス・ストーリー～ロスト・パラダイス編～,,,폴리스 스토리-로스트 파라다이스 편,,momotalk/20037.yml
04_story_title,剧情标题,MomoTalk.20038.916,倾听的技巧,話を聞く技術,,,들어주는 하루,,momotalk/20038.yml
04_story_title,剧情标题,MomoTalk.20038.917,寒国的秘书室长,寒国の秘書室長,,,추운 나라에서 온 비서실장,,momotalk/20038.yml
04_story_title,剧情标题,MomoTalk.20038.918,每日健康生活,毎日健康生活,,,간판 소녀,,momotalk/20038.yml
04_story_title,剧情标题,MomoTalk.20039.919,宫中的捉迷藏,宮中のかくれんぼ,宮中捉迷藏,,구중궁궐의 숨바꼭질,,momotalk/20039.yml
04_story_title,剧情标题,MomoTalk.20039.920,胡蝶一梦,胡蝶の夢,莊周夢蝶,,내가 나비인지. 나비가 나인지.,,momotalk/20039.yml
04_story_title,剧情标题,MomoTalk.20039.921,笼鸟恋云,籠鳥雲を恋う,籠鳥戀雲,,둥지 위로 날아간 새,,momotalk/20039.yml
04_story_title,剧情标题,MomoTalk.20039.922,引诱,水を向けて,循循誘人,,그저 미끼를 던졌을 뿐,,momotalk/20039.yml
04_story_title,剧情标题,MomoTalk.20040.923,京极皋月胸有成竹,京極サツキは知っている,,,사츠키는 알고 있다.,,momotalk/20040.yml
04_story_title,剧情标题,MomoTalk.20040.924,京极皋月千方百计,京極サツキは尋ねている,,,사츠키는 묻고 있다.,,momotalk/20040.yml
04_story_title,剧情标题,MomoTalk.20040.925,京极皋月侧耳倾听,京極サツキは聞いている,,,사츠키는 듣고 있다.,,momotalk/20040.yml
04_story_title,剧情标题,MomoTalk.20040.926,京极皋月极力忍耐,京極サツキは耐えている,,,사츠키는 참고 있다.,,momotalk/20040.yml
04_story_title,剧情标题,MomoTalk.20040.927,京极皋月浑身颤抖,京極サツキは震えている,,,사츠키는 떨고 있다.,,momotalk/20040.yml
04_story_title,剧情标题,MomoTalk.20041.928,合理的饮食习惯,合理的な食生活,,,합리적인 생활,,momotalk/20041.yml
04_story_title,剧情标题,MomoTalk.20041.929,快递代收,受取代行,,,배송 대행지,,momotalk/20041.yml
04_story_title,剧情标题,MomoTalk.20041.930,设计,デザイン,設計,Design,디자인,ผู้ออกแบบ,momotalk/20041.yml
04_story_title,剧情标题,MomoTalk.20041.931,秘密的场所,秘密の場所,,,비밀의 장소,,momotalk/20041.yml
04_story_title,剧情标题,MomoTalk.20042.932,打扫落叶,落ち葉掃除,,,낙엽 청소,,momotalk/20042.yml
04_story_title,剧情标题,MomoTalk.20042.933,现实增强,拡張現実,,,증강 현실,,momotalk/20042.yml
04_story_title,剧情标题,MomoTalk.20042.934,露营的乐趣所在,キャンプの醍醐味,露營的醍醐味,Joys of Camping,캠핑의 묘미,ความสนุกจากการตั้งแคมป์,momotalk/20042.yml
04_story_title,剧情标题,MomoTalk.20042.935,贺年卡,年賀状,,,연하장,,momotalk/20042.yml
04_story_title,剧情标题,MomoTalk.20043.936,,そして美食の冒険は始まった,,,미식을 향한 모험,,momotalk/20043.yml
04_story_title,剧情标题,MomoTalk.20043.937,,新たなステージ,,,새로운 시도,,momotalk/20043.yml
04_story_title,剧情标题,MomoTalk.20043.938,,幸せの証拠,,,행복의 증거,,momotalk/20043.yml
04_story_title,剧情标题,MomoTalk.20044.939,,スタジアムのアルバイト,,,스타디움의 아르바이트생,,momotalk/20044.yml
04_story_title,剧情标题,MomoTalk.20044.940,,ペースメーカー,,,페이스 메이커,,momotalk/20044.yml
04_story_title,剧情标题,MomoTalk.20044.941,,怪しいトレーニング,,,수상한 헬스 트레이닝,,momotalk/20044.yml
04_story_title,剧情标题,MomoTalk.20044.942,,話題の人物,,,화제의 인물,,momotalk/20044.yml
04_story_title,剧情标题,MomoTalk.20045.943,,静かなる・フィーナ,,,피나의 두 얼굴,,momotalk/20045.yml
04_story_title,剧情标题,MomoTalk.20045.944,,エリートガイドの掟,,,엘리트 가이드,,momotalk/20045.yml
04_story_title,剧情标题,MomoTalk.20045.945,,ガイド残侠伝,,,가이드잔협전,,momotalk/20045.yml
04_story_title,剧情标题,MomoTalk.20045.946,,断れない申し出,,,거절할 수 없는 제안,,momotalk/20045.yml
04_story_title,剧情标题,MomoTalk.20046.947,,天には自由の雲が流るる,,,도망치는 하늘은 지칠 줄 모르고,,momotalk/20046.yml
04_story_title,剧情标题,MomoTalk.20046.948,,大樹は確かな地に根付く,,,척박한 땅은 대답이 없고,,momotalk/20046.yml
04_story_title,剧情标题,MomoTalk.20046.949,,大いに怒り、天地を覆す,,,크게 노하여 천지를 엎다,,momotalk/20046.yml
04_story_title,剧情标题,MomoTalk.20046.950,,天地は只そこにあるなり,,,소녀는 주사위를 던진다,,momotalk/20046.yml
04_story_title,剧情标题,MomoTalk.20046.951,,天と地と、世の調和,,,하늘이 굽어보고 땅이 우러르는,,momotalk/20046.yml
04_story_title,剧情标题,MomoTalk.23000.952,代替午饭的甜点,お昼代わりのスイーツ,代替午餐的甜點,Dessert Over Lunch,점심 대신 디저트,ขอของหวานแทนข้าวกลางวันนะ,momotalk/23000.yml
04_story_title,剧情标题,MomoTalk.23000.953,糖分摄取,糖分摂取,攝取糖分,Sugar Fix,당분이 필요해요,ชีวิตต้องการของหวาน,momotalk/23000.yml
04_story_title,剧情标题,MomoTalk.23000.954,爱莉的烦恼,アイリの悩み,愛莉的煩惱,Airi's Concern,아이리의 고민,เรื่องกังวลของไอริ,momotalk/23000.yml
04_story_title,剧情标题,MomoTalk.23000.955,小小的约会,ちょっとしたデート,短暫的約會,A Little Date,잠깐의 데이트,ช่วงเวลาเดตชั่วพริบตา,momotalk/23000.yml
04_story_title,剧情标题,MomoTalk.23001.956,要去采购吗？,買い出しに行きませんか？,要一起去採購嗎？,Want to Go Grocery Shopping?,장 보러 가실래요?,ไปซื้อของกันไหมคะ?,momotalk/23001.yml
04_story_title,剧情标题,MomoTalk.23001.957,枫香同学今日的餐桌,フウカさんの今日の食卓,風華同學今日的餐桌,Fuuka's Meal of the Day,후우카 씨의 오늘의 밥상,เมนูวันนี้ของคุณฟูกะ,momotalk/23001.yml
04_story_title,剧情标题,MomoTalk.23001.958,再去采购吧！,もう一度買い出しに行きましょう！,再次去採購吧！,Back to the Supermarket!,또 장 보러 가요!,ไปซื้อของกันเถอะค่ะ!,momotalk/23001.yml
04_story_title,剧情标题,MomoTalk.23001.959,今天是独属于老师的餐桌,今日は先生だけのための食卓,今天的餐點只為老師,Sensei's Special of the Day,오늘만큼은 선생님만의 밥상,โต๊ะอาหารสำหรับคุณครูเท่านั้น!,momotalk/23001.yml
04_story_title,剧情标题,MomoTalk.23001.960,供餐部部长想加油！,給食部部長は頑張りたい！,供給部的部長想努力！,School Lunch Club President's Dedication,급양부의 부장님은 힘내고 싶어!,ส่งกำลังใจให้ท่านหัวหน้าชมรมโภชนาการ!,momotalk/23001.yml
04_story_title,剧情标题,MomoTalk.23002.961,无痛注射？,痛くない注射？,不會痛的注射？,Painless Injection Process,주사를 아프지 않게 놓는 방법,วิธีการฉีดยาโดยไม่ให้เจ็บ,momotalk/23002.yml
04_story_title,剧情标题,MomoTalk.23002.962,失眠症,不眠症,失眠症,Insomnia,불면증,โรคนอนไม่หลับ,momotalk/23002.yml
04_story_title,剧情标题,MomoTalk.23002.963,广播体操,ラジオ体操,廣播體操,Radio Workout,라디오 체조,ทำกายบริหาร,momotalk/23002.yml
04_story_title,剧情标题,MomoTalk.23002.964,圣三一式外科手术,トリニティ式の外科手術,三一流外科手術,Trinity Surgical Procedures,트리니티식 외과 수술법,การผ่าตัดแบบฉบับของทรีนิตี้,momotalk/23002.yml
04_story_title,剧情标题,MomoTalk.23002.965,牵牛花观察日记,アサガオの観察日記,牽牛花觀察日記,Morning Glory Diary,나팔꽃 관찰일기,เฝ้าสังเกตดอกมอร์นิ่งกลอรี่,momotalk/23002.yml
04_story_title,剧情标题,MomoTalk.23003.966,黑客的形象,ハッカーのイメージ,駭客的形象,A Hacker's Image,해커의 이미지,ภาพลักษณ์ของแฮ็กเกอร์,momotalk/23003.yml
04_story_title,剧情标题,MomoTalk.23003.967,能量饮料成瘾,エナドリ中毒,能量飲中毒,Energy Drink Addiction,에너지 드링크 중독,ติดเครื่องดื่มชูกำลัง,momotalk/23003.yml
04_story_title,剧情标题,MomoTalk.23003.968,欢迎来到网咖,ネットカフェにようこそ,歡迎來到網咖,Welcome to the Internet Cafe,넷카페에 어서 오세요,ยินดีต้อนรับสู่อินเทอร์เน็ตคาเฟ่ค่ะ,momotalk/23003.yml
04_story_title,剧情标题,MomoTalk.23003.969,背叛的机器,裏切りの機械,背叛的機械,Rise of the Machines,기계의 배신,การทรยศของเครื่องจักรกล,momotalk/23003.yml
04_story_title,剧情标题,MomoTalk.23003.970,背叛的机器（２）,裏切りの機械（２）,背叛的機械（２）,The Rise of the Machines Part 2,기계의 배신 2,การทรยศของเครื่องจักรกล 2,momotalk/23003.yml
04_story_title,剧情标题,MomoTalk.23004.971,匠人精神,職人魂,職人之魂,Craftmanship,장인 정신,จิตวิญญาณของช่างฝีมือ,momotalk/23004.yml
04_story_title,剧情标题,MomoTalk.23004.972,善书者不择笔？,弘法筆を択ばず？,善書不擇筆？,An Indiscriminate Craftsman,장인은 도구를 가리지 않는다,ช่างฝีมือจะไม่เลือกอุปกรณ์,momotalk/23004.yml
04_story_title,剧情标题,MomoTalk.23004.973,完美的仿生机器人,完璧なアニマロイド,完美的動物機器人,The Perfect Animaloid,완벽한 애니멀로이드,หุ่นยนต์สัตว์ที่สมบูรณ์แบบ,momotalk/23004.yml
04_story_title,剧情标题,MomoTalk.23004.974,难以示人的模样,見せられないもの,不想被看到的事物,Don't Watch Me,보이고 싶지 않은 모습,ภาพที่ไม่อยากให้เห็น,momotalk/23004.yml
04_story_title,剧情标题,MomoTalk.23004.975,工匠的勋章,マイスターの勲章,巨匠的勳章,The Meister's Medal,마이스터의 훈장,เหรียญตราไมสเตอร์,momotalk/23004.yml
04_story_title,剧情标题,MomoTalk.23004.976,即使全部替换,全てが入れ替わっても,就算一切都被替換,Even If Everything Is Replaced,모든 것이 교체되더라도,ต่อให้ทุกอย่างจะถูกแทนที่,momotalk/23004.yml
04_story_title,剧情标题,MomoTalk.23005.977,绫音的兴趣,アヤネの趣味,綾音的興趣,Ayane's Hobby,아야네의 취미 생활,งานอดิเรกของอายาเนะ,momotalk/23005.yml
04_story_title,剧情标题,MomoTalk.23005.978,奔跑吧绫音,走れアヤネ,奔跑吧綾音,"Run, Ayane, Run!",달려라 아야네,อายาเนะ สู้เขา!,momotalk/23005.yml
04_story_title,剧情标题,MomoTalk.23005.979,绫音的修理惨剧,アヤネの悲惨な修理劇,綾音悲慘的修理劇,Fixing the School of Hard Knocks,학교 수리 잔혹극,ความโหดร้ายของการซ่อมแซมโรงเรียน,momotalk/23005.yml
04_story_title,剧情标题,MomoTalk.23006.980,百夜堂的看板娘！,百夜堂の看板娘！,百夜堂的看板娘！,The Idol of Momoyodou!,백야당의 간판 아가씨는 아이돌!,ไอดอลสาวน้อยคนดังแห่งร้านเฮียกคิยาโค!,momotalk/23006.yml
04_story_title,剧情标题,MomoTalk.23006.981,祭典运营委员会的委员长！,お祭り運営委員会の委員長！,節慶營運管理部的部長！,President of the Festival Operations Department!,마츠리운영관리부의 멋진 부장님!,ท่านหัวหน้าสุดเท่ของชมรมจัดงานเทศกาล!,momotalk/23006.yml
04_story_title,剧情标题,MomoTalk.23006.982,百夜堂的看板娘是专业的！,百夜堂の看板娘はプロフェッショナル！,百夜堂的看板娘是專家！,The Pro of Momoyodou!,백야당의 간판 아가씨는 프로페셔널!,ความเป็นมืออาชีพของไอดอลคนดังแห่งร้านเฮียกคิยาโค!,momotalk/23006.yml
04_story_title,剧情标题,MomoTalk.23006.983,元气充能中,元気リチャージ中,元氣再充電中,Recharge Day,오늘은 재충전,เติมพลังใจวันนี้,momotalk/23006.yml
04_story_title,剧情标题,MomoTalk.23006.984,百夜堂的看板娘喜欢古董！,百夜堂の看板娘はアンティークがお好き！,,,백야당의 간판 아가씨는 엔틱!,,momotalk/23006.yml
